Country,Model,Year,Review Score,Sales Volume
USA,Lexus,Mustang,2015,2.1,4394
France,Lexus,E-Class,2017,4.0,11493
Germany,Lexus,E-Class,2017,1.4,10467
USA,Lexus,E-Class,2017,2.5,10870
France,Lexus,E-Class,2011,4.2,1876
Germany,Lexus,E-Class,2011,4.1,9098
USA,Lexus,E-Class,2011,3.3,3453
France,Lexus,E-Class,2021,4.7,2201
Germany,Lexus,E-Class,2021,1.7,4756
USA,Lexus,E-Class,2021,1.2,1219
France,Lexus,E-Class,2022,2.7,10868
Germany,Lexus,E-Class,2022,4.0,6162
USA,Lexus,E-Class,2022,3.2,9229
France,Lexus,E-Class,2019,4.5,3393
Germany,Lexus,E-Class,2019,3.7,737
USA,Lexus,E-Class,2019,4.7,16730
France,Lexus,E-Class,2020,2.2,14314
Germany,Lexus,E-Class,2020,3.7,13715
USA,Lexus,E-Class,2020,2.0,12638
France,Lexus,E-Class,2012,2.2,11120
Germany,Lexus,E-Class,2012,1.3,14247
USA,Lexus,E-Class,2012,3.4,2298
France,Lexus,E-Class,2014,2.4,2405
Germany,Lexus,E-Class,2014,4.0,1097
USA,Lexus,E-Class,2014,3.4,18192
France,Lexus,E-Class,2016,2.8,9539
Germany,Lexus,E-Class,2016,2.5,11752
USA,Lexus,E-Class,2016,2.6,1208
France,Lexus,E-Class,2018,4.2,2979
Germany,Lexus,E-Class,2018,2.6,15993
USA,Lexus,E-Class,2018,2.4,8985
France,Lexus,E-Class,2013,3.4,6582
Germany,Lexus,E-Class,2013,2.3,17650
USA,Lexus,E-Class,2013,1.8,10509
France,Lexus,E-Class,2010,4.9,4357
Germany,Lexus,E-Class,2010,2.3,6557
USA,Lexus,E-Class,2010,1.5,13962
France,Lexus,E-Class,2015,1.4,8866
Germany,Lexus,E-Class,2015,1.5,8482
USA,Lexus,E-Class,2015,1.4,3992
France,Lexus,CX-5,2017,3.9,16042
Germany,Lexus,CX-5,2017,1.7,16478
USA,Lexus,CX-5,2017,1.6,7270
France,Lexus,CX-5,2011,3.6,9190
Germany,Lexus,CX-5,2011,1.8,5264
USA,Lexus,CX-5,2011,3.1,18448
France,Lexus,CX-5,2021,2.4,16028
Germany,Lexus,CX-5,2021,4.9,4103
USA,Lexus,CX-5,2021,3.3,9342
France,Lexus,CX-5,2022,3.7,2678
Germany,Lexus,CX-5,2022,2.2,6102
USA,Lexus,CX-5,2022,3.8,8053
France,Lexus,CX-5,2019,4.3,7894
Germany,Lexus,CX-5,2019,1.5,2579
USA,Lexus,CX-5,2019,2.5,16948
France,Lexus,CX-5,2020,4.7,13346
Germany,Lexus,CX-5,2020,4.6,13520
USA,Lexus,CX-5,2020,3.8,2429
France,Lexus,CX-5,2012,3.2,11230
Germany,Lexus,CX-5,2012,4.9,5182
USA,Lexus,CX-5,2012,1.9,6304
France,Lexus,CX-5,2014,1.7,18237
Germany,Lexus,CX-5,2014,1.8,8855
USA,Lexus,CX-5,2014,3.6,12930
France,Lexus,CX-5,2016,4.7,6904
Germany,Lexus,CX-5,2016,3.9,6072
USA,Lexus,CX-5,2016,4.0,1210
France,Lexus,CX-5,2018,4.8,15633
Germany,Lexus,CX-5,2018,1.4,9322
USA,Lexus,CX-5,2018,4.2,583
France,Lexus,CX-5,2013,3.0,14387
Germany,Lexus,CX-5,2013,3.9,4169
USA,Lexus,CX-5,2013,3.1,10772
France,Lexus,CX-5,2010,3.2,16806
Germany,Lexus,CX-5,2010,1.3,3455
USA,Lexus,CX-5,2010,3.1,6673
France,Lexus,CX-5,2015,3.5,7177
Germany,Lexus,CX-5,2015,3.2,779
USA,Lexus,CX-5,2015,2.9,12499
France,Lexus,Insignia,2017,1.5,14256
Germany,Lexus,Insignia,2017,4.8,870
USA,Lexus,Insignia,2017,4.9,858
France,Lexus,Insignia,2011,2.7,14174
Germany,Lexus,Insignia,2011,3.6,18427
USA,Lexus,Insignia,2011,2.2,15283
France,Lexus,Insignia,2021,2.6,12749
Germany,Lexus,Insignia,2021,1.2,3728
USA,Lexus,Insignia,2021,3.6,10289
France,Lexus,Insignia,2022,3.1,9038
Germany,Lexus,Insignia,2022,4.4,14628
USA,Lexus,Insignia,2022,3.8,9800
France,Lexus,Insignia,2019,3.5,14776
Germany,Lexus,Insignia,2019,4.0,12152
USA,Lexus,Insignia,2019,2.4,10033
France,Lexus,Insignia,2020,3.0,530
Germany,Lexus,Insignia,2020,1.5,13060
USA,Lexus,Insignia,2020,4.7,10476
France,Lexus,Insignia,2012,4.0,16402
Germany,Lexus,Insignia,2012,2.7,11154
USA,Lexus,Insignia,2012,4.2,13051
France,Lexus,Insignia,2014,2.5,3820
Germany,Lexus,Insignia,2014,1.2,16617
USA,Lexus,Insignia,2014,1.9,7284
France,Lexus,Insignia,2016,1.6,1521
Germany,Lexus,Insignia,2016,2.8,13655
USA,Lexus,Insignia,2016,3.3,1015
France,Lexus,Insignia,2018,4.7,18164
Germany,Lexus,Insignia,2018,4.6,16820
USA,Lexus,Insignia,2018,4.5,8145
France,Lexus,Insignia,2013,4.5,16178
Germany,Lexus,Insignia,2013,2.0,3043
USA,Lexus,Insignia,2013,3.9,8828
France,Lexus,Insignia,2010,1.6,6191
Germany,Lexus,Insignia,2010,4.1,6684
USA,Lexus,Insignia,2010,3.5,14127
France,Lexus,Insignia,2015,1.5,5047
Germany,Lexus,Insignia,2015,2.5,15869
USA,Lexus,Insignia,2015,1.4,6781
France,Lexus,Passat,2017,3.9,9519
Germany,Lexus,Passat,2017,2.8,14554
USA,Lexus,Passat,2017,1.6,17544
France,Lexus,Passat,2011,2.4,7277
Germany,Lexus,Passat,2011,3.4,5744
USA,Lexus,Passat,2011,3.8,2714
France,Lexus,Passat,2021,2.4,12021
Germany,Lexus,Passat,2021,2.7,11869
USA,Lexus,Passat,2021,3.2,8033
France,Lexus,Passat,2022,4.5,6709
Germany,Lexus,Passat,2022,4.7,16787
USA,Lexus,Passat,2022,3.0,7346
France,Lexus,Passat,2019,3.8,12069
Germany,Lexus,Passat,2019,2.2,4089
USA,Lexus,Passat,2019,4.2,11220
France,Lexus,Passat,2020,4.5,2650
Germany,Lexus,Passat,2020,1.4,18316
USA,Lexus,Passat,2020,1.4,15733
France,Lexus,Passat,2012,1.9,2163
Germany,Lexus,Passat,2012,3.8,8076
USA,Lexus,Passat,2012,2.6,6374
France,Lexus,Passat,2014,4.5,2239
Germany,Lexus,Passat,2014,4.6,14263
USA,Lexus,Passat,2014,3.9,2495
France,Lexus,Passat,2016,2.0,17412
Germany,Lexus,Passat,2016,3.2,6989
USA,Lexus,Passat,2016,1.4,14759
France,Lexus,Passat,2018,1.7,5890
Germany,Lexus,Passat,2018,1.6,13416
USA,Lexus,Passat,2018,2.7,3490
France,Lexus,Passat,2013,3.3,9503
Germany,Lexus,Passat,2013,3.4,2496
USA,Lexus,Passat,2013,1.9,7524
France,Lexus,Passat,2010,3.1,15053
Germany,Lexus,Passat,2010,4.1,6729
USA,Lexus,Passat,2010,2.0,9996
France,Lexus,Passat,2015,3.4,6958
Germany,Lexus,Passat,2015,1.9,10696
USA,Lexus,Passat,2015,3.9,4988
France,Lexus,ES,2017,1.7,11884
Germany,Lexus,ES,2017,3.8,15987
USA,Lexus,ES,2017,3.5,1759
France,Lexus,ES,2011,2.7,3746
Germany,Lexus,ES,2011,2.3,14100
USA,Lexus,ES,2011,3.0,14627
France,Lexus,ES,2021,3.8,2436
Germany,Lexus,ES,2021,3.9,5029
USA,Lexus,ES,2021,2.1,9497
France,Lexus,ES,2022,1.2,16117
Germany,Lexus,ES,2022,4.8,8551
USA,Lexus,ES,2022,4.0,3736
France,Lexus,ES,2019,2.5,1232
Germany,Lexus,ES,2019,1.8,3431
USA,Lexus,ES,2019,2.4,4230
France,Lexus,ES,2020,4.7,15939
Germany,Lexus,ES,2020,4.6,15451
USA,Lexus,ES,2020,4.2,11504
France,Lexus,ES,2012,1.6,2831
Germany,Lexus,ES,2012,4.4,16051
USA,Lexus,ES,2012,2.9,18374
France,Lexus,ES,2014,4.2,13877
Germany,Lexus,ES,2014,2.1,9398
USA,Lexus,ES,2014,4.7,13832
France,Lexus,ES,2016,2.4,16655
Germany,Lexus,ES,2016,4.5,2202
USA,Lexus,ES,2016,3.6,832
France,Lexus,ES,2018,3.3,8047
Germany,Lexus,ES,2018,2.7,3908
USA,Lexus,ES,2018,3.7,3985
France,Lexus,ES,2013,2.9,16966
Germany,Lexus,ES,2013,2.3,7950
USA,Lexus,ES,2013,4.1,13616
France,Lexus,ES,2010,1.6,926
Germany,Lexus,ES,2010,3.7,4964
USA,Lexus,ES,2010,2.4,10866
France,Lexus,ES,2015,1.3,11880
Germany,Lexus,ES,2015,3.8,14119
USA,Lexus,ES,2015,2.9,17298
France,Lexus,5 Series,2017,4.5,808
Germany,Lexus,5 Series,2017,3.9,4840
USA,Lexus,5 Series,2017,4.4,17740
France,Lexus,5 Series,2011,3.7,5533
Germany,Lexus,5 Series,2011,2.9,12705
USA,Lexus,5 Series,2011,1.4,4388
France,Lexus,5 Series,2021,1.3,10099
Germany,Lexus,5 Series,2021,2.5,3164
USA,Lexus,5 Series,2021,2.1,6347
France,Lexus,5 Series,2022,1.6,4396
Germany,Lexus,5 Series,2022,2.6,7469
USA,Lexus,5 Series,2022,2.0,15977
France,Lexus,5 Series,2019,2.1,2884
Germany,Lexus,5 Series,2019,2.3,11015
USA,Lexus,5 Series,2019,1.5,16830
France,Lexus,5 Series,2020,1.3,4654
Germany,Lexus,5 Series,2020,3.2,14832
USA,Lexus,5 Series,2020,2.9,8099
France,Lexus,5 Series,2012,3.7,18420
Germany,Lexus,5 Series,2012,2.5,6002
USA,Lexus,5 Series,2012,4.2,10822
France,Lexus,5 Series,2014,4.7,11424
Germany,Lexus,5 Series,2014,1.8,4323
USA,Lexus,5 Series,2014,1.7,5982
France,Lexus,5 Series,2016,1.4,12606
Germany,Lexus,5 Series,2016,2.7,4535
USA,Lexus,5 Series,2016,3.3,12617
France,Lexus,5 Series,2018,4.8,8273
Germany,Lexus,5 Series,2018,1.7,3854
USA,Lexus,5 Series,2018,3.6,9677
France,Lexus,5 Series,2013,4.8,12664
Germany,Lexus,5 Series,2013,1.8,14088
USA,Lexus,5 Series,2013,3.6,16305
France,Lexus,5 Series,2010,3.2,7376
Germany,Lexus,5 Series,2010,3.4,7397
USA,Lexus,5 Series,2010,3.0,763
France,Lexus,5 Series,2015,1.1,10542
Germany,Lexus,5 Series,2015,3.1,10828
USA,Lexus,5 Series,2015,4.5,9067
France,Lexus,Leaf,2017,1.6,9471
Germany,Lexus,Leaf,2017,2.0,3292
USA,Lexus,Leaf,2017,2.1,17010
France,Lexus,Leaf,2011,4.1,10095
Germany,Lexus,Leaf,2011,4.7,6777
USA,Lexus,Leaf,2011,2.8,18380
France,Lexus,Leaf,2021,2.7,14314
Germany,Lexus,Leaf,2021,3.0,7204
USA,Lexus,Leaf,2021,4.0,15977
France,Lexus,Leaf,2022,4.3,6169
Germany,Lexus,Leaf,2022,3.6,3532
USA,Lexus,Leaf,2022,2.1,6560
France,Lexus,Leaf,2019,2.5,502
Germany,Lexus,Leaf,2019,1.3,15211
USA,Lexus,Leaf,2019,1.1,2063
France,Lexus,Leaf,2020,1.9,18292
Germany,Lexus,Leaf,2020,4.8,1309
USA,Lexus,Leaf,2020,1.3,4907
France,Lexus,Leaf,2012,4.4,13961
Germany,Lexus,Leaf,2012,3.9,10001
USA,Lexus,Leaf,2012,1.7,11488
France,Lexus,Leaf,2014,1.6,2810
Germany,Lexus,Leaf,2014,2.5,5680
USA,Lexus,Leaf,2014,2.5,7010
France,Lexus,Leaf,2016,2.7,4260
Germany,Lexus,Leaf,2016,4.7,5181
USA,Lexus,Leaf,2016,4.4,14495
France,Lexus,Leaf,2018,3.3,4736
Germany,Lexus,Leaf,2018,4.8,6945
USA,Lexus,Leaf,2018,2.0,17869
France,Lexus,Leaf,2013,2.8,13067
Germany,Lexus,Leaf,2013,1.2,15826
USA,Lexus,Leaf,2013,2.7,11249
France,Lexus,Leaf,2010,1.6,14795
Germany,Lexus,Leaf,2010,4.3,5456
USA,Lexus,Leaf,2010,3.7,12090
France,Lexus,Leaf,2015,1.7,2721
Germany,Lexus,Leaf,2015,3.9,2659
USA,Lexus,Leaf,2015,1.6,10673
France,Lexus,Macan,2017,1.6,2534
Germany,Lexus,Macan,2017,1.8,3242
USA,Lexus,Macan,2017,3.5,16506
France,Lexus,Macan,2011,2.0,12816
Germany,Lexus,Macan,2011,2.6,1904
USA,Lexus,Macan,2011,1.9,6744
France,Lexus,Macan,2021,3.8,4354
Germany,Lexus,Macan,2021,4.2,10134
USA,Lexus,Macan,2021,3.9,3130
France,Lexus,Macan,2022,1.2,13735
Germany,Lexus,Macan,2022,4.1,13965
USA,Lexus,Macan,2022,4.0,711
France,Lexus,Macan,2019,2.3,17544
Germany,Lexus,Macan,2019,4.8,14492
USA,Lexus,Macan,2019,3.0,15237
France,Lexus,Macan,2020,1.1,17067
Germany,Lexus,Macan,2020,4.4,9499
USA,Lexus,Macan,2020,3.5,6516
France,Lexus,Macan,2012,4.1,17877
Germany,Lexus,Macan,2012,2.1,11982
USA,Lexus,Macan,2012,3.4,9411
France,Lexus,Macan,2014,3.1,2593
Germany,Lexus,Macan,2014,4.5,11446
USA,Lexus,Macan,2014,3.0,9478
France,Lexus,Macan,2016,1.5,15284
Germany,Lexus,Macan,2016,4.0,16762
USA,Lexus,Macan,2016,1.3,660
France,Lexus,Macan,2018,1.5,887
Germany,Lexus,Macan,2018,1.3,16413
USA,Lexus,Macan,2018,4.9,6314
France,Lexus,Macan,2013,2.5,4398
Germany,Lexus,Macan,2013,2.0,2273
USA,Lexus,Macan,2013,2.2,15056
France,Lexus,Macan,2010,4.4,14866
Germany,Lexus,Macan,2010,1.7,11331
USA,Lexus,Macan,2010,3.4,1697
France,Lexus,Macan,2015,1.6,3700
Germany,Lexus,Macan,2015,4.1,10890
USA,Lexus,Macan,2015,2.3,7810
France,Lexus,A6,2017,4.1,16276
Germany,Lexus,A6,2017,2.2,8714
USA,Lexus,A6,2017,4.6,16562
France,Lexus,A6,2011,1.3,14187
Germany,Lexus,A6,2011,2.0,5451
USA,Lexus,A6,2011,2.2,17183
France,Lexus,A6,2021,2.2,6976
Germany,Lexus,A6,2021,2.0,12866
USA,Lexus,A6,2021,4.8,6615
France,Lexus,A6,2022,1.4,6740
Germany,Lexus,A6,2022,4.1,2141
USA,Lexus,A6,2022,3.6,5315
France,Lexus,A6,2019,4.9,12332
Germany,Lexus,A6,2019,2.7,13007
USA,Lexus,A6,2019,3.1,935
France,Lexus,A6,2020,2.7,15557
Germany,Lexus,A6,2020,3.2,965
USA,Lexus,A6,2020,2.3,7209
France,Lexus,A6,2012,2.9,15614
Germany,Lexus,A6,2012,2.3,2668
USA,Lexus,A6,2012,4.2,14478
France,Lexus,A6,2014,1.2,6754
Germany,Lexus,A6,2014,3.5,7028
USA,Lexus,A6,2014,1.9,16120
France,Lexus,A6,2016,4.1,9466
Germany,Lexus,A6,2016,2.3,10735
USA,Lexus,A6,2016,2.7,8286
France,Lexus,A6,2018,1.3,6712
Germany,Lexus,A6,2018,1.5,13329
USA,Lexus,A6,2018,2.9,1399
France,Lexus,A6,2013,1.6,17108
Germany,Lexus,A6,2013,1.7,17503
USA,Lexus,A6,2013,2.6,12322
France,Lexus,A6,2010,1.4,18440
Germany,Lexus,A6,2010,3.3,10837
USA,Lexus,A6,2010,2.7,6016
France,Lexus,A6,2015,2.9,10841
Germany,Lexus,A6,2015,3.2,10348
USA,Lexus,A6,2015,4.5,1830
France,Lexus,Equinox,2017,1.3,12515
Germany,Lexus,Equinox,2017,1.7,14332
USA,Lexus,Equinox,2017,3.5,13219
France,Lexus,Equinox,2011,3.9,16990
Germany,Lexus,Equinox,2011,1.5,9919
USA,Lexus,Equinox,2011,2.5,2198
France,Lexus,Equinox,2021,4.0,16133
Germany,Lexus,Equinox,2021,4.9,12241
USA,Lexus,Equinox,2021,2.4,15266
France,Lexus,Equinox,2022,1.6,15194
Germany,Lexus,Equinox,2022,2.7,1984
USA,Lexus,Equinox,2022,2.8,2399
France,Lexus,Equinox,2019,4.0,6935
Germany,Lexus,Equinox,2019,3.6,4495
USA,Lexus,Equinox,2019,1.8,13208
France,Lexus,Equinox,2020,4.4,13680
Germany,Lexus,Equinox,2020,3.7,16542
USA,Lexus,Equinox,2020,1.5,10286
France,Lexus,Equinox,2012,2.5,8612
Germany,Lexus,Equinox,2012,2.7,2714
USA,Lexus,Equinox,2012,3.1,5284
France,Lexus,Equinox,2014,2.6,982
Germany,Lexus,Equinox,2014,2.7,13282
USA,Lexus,Equinox,2014,2.2,1385
France,Lexus,Equinox,2016,4.4,6242
Germany,Lexus,Equinox,2016,1.1,13292
USA,Lexus,Equinox,2016,2.3,7165
France,Lexus,Equinox,2018,3.9,16693
Germany,Lexus,Equinox,2018,3.0,14902
USA,Lexus,Equinox,2018,2.8,5345
France,Lexus,Equinox,2013,2.2,14921
Germany,Lexus,Equinox,2013,3.4,8630
USA,Lexus,Equinox,2013,4.1,6044
France,Lexus,Equinox,2010,3.5,18247
Germany,Lexus,Equinox,2010,4.2,6427
USA,Lexus,Equinox,2010,3.6,8198
France,Lexus,Equinox,2015,2.1,7456
Germany,Lexus,Equinox,2015,3.2,3385
USA,Lexus,Equinox,2015,2.7,12280
France,Lexus,Malibu,2017,1.3,5209
Germany,Lexus,Malibu,2017,2.2,15100
USA,Lexus,Malibu,2017,1.9,13625
France,Lexus,Malibu,2011,1.3,15510
Germany,Lexus,Malibu,2011,2.5,857
USA,Lexus,Malibu,2011,3.9,1348
France,Lexus,Malibu,2021,1.6,15319
Germany,Lexus,Malibu,2021,3.5,15106
USA,Lexus,Malibu,2021,4.7,10987
France,Lexus,Malibu,2022,3.0,5814
Germany,Lexus,Malibu,2022,1.6,2722
USA,Lexus,Malibu,2022,1.5,806
France,Lexus,Malibu,2019,2.4,15266
Germany,Lexus,Malibu,2019,2.1,3394
USA,Lexus,Malibu,2019,3.7,11932
France,Lexus,Malibu,2020,3.0,16801
Germany,Lexus,Malibu,2020,1.4,14259
USA,Lexus,Malibu,2020,3.0,10746
France,Lexus,Malibu,2012,1.6,3075
Germany,Lexus,Malibu,2012,1.8,10230
USA,Lexus,Malibu,2012,1.6,4173
France,Lexus,Malibu,2014,4.2,13202
Germany,Lexus,Malibu,2014,3.5,10986
USA,Lexus,Malibu,2014,3.7,6592
France,Lexus,Malibu,2016,1.1,14222
Germany,Lexus,Malibu,2016,2.8,3158
USA,Lexus,Malibu,2016,2.7,16213
France,Lexus,Malibu,2018,1.2,13695
Germany,Lexus,Malibu,2018,1.2,14391
USA,Lexus,Malibu,2018,4.2,14609
France,Lexus,Malibu,2013,3.5,2144
Germany,Lexus,Malibu,2013,3.8,15417
USA,Lexus,Malibu,2013,4.0,11550
France,Lexus,Malibu,2010,4.2,13068
Germany,Lexus,Malibu,2010,4.3,14150
USA,Lexus,Malibu,2010,4.2,16559
France,Lexus,Malibu,2015,2.8,9944
Germany,Lexus,Malibu,2015,1.3,13921
USA,Lexus,Malibu,2015,3.1,17576
France,Lexus,RLX,2017,3.9,11457
Germany,Lexus,RLX,2017,1.2,11834
USA,Lexus,RLX,2017,1.9,12557
France,Lexus,RLX,2011,1.2,4278
Germany,Lexus,RLX,2011,3.6,11335
USA,Lexus,RLX,2011,4.0,4792
France,Lexus,RLX,2021,4.6,6351
Germany,Lexus,RLX,2021,4.6,6633
USA,Lexus,RLX,2021,4.2,8480
France,Lexus,RLX,2022,3.5,5249
Germany,Lexus,RLX,2022,4.3,2863
USA,Lexus,RLX,2022,1.6,14350
France,Lexus,RLX,2019,1.5,16995
Germany,Lexus,RLX,2019,1.2,10443
USA,Lexus,RLX,2019,4.4,8637
France,Lexus,RLX,2020,4.1,6265
Germany,Lexus,RLX,2020,1.7,17182
USA,Lexus,RLX,2020,2.7,14867
France,Lexus,RLX,2012,1.2,14527
Germany,Lexus,RLX,2012,3.0,13446
USA,Lexus,RLX,2012,1.9,11600
France,Lexus,RLX,2014,1.4,15728
Germany,Lexus,RLX,2014,1.9,4282
USA,Lexus,RLX,2014,4.1,8577
France,Lexus,RLX,2016,4.1,8760
Germany,Lexus,RLX,2016,2.9,7655
USA,Lexus,RLX,2016,3.2,2451
France,Lexus,RLX,2018,1.4,5081
Germany,Lexus,RLX,2018,1.1,14773
USA,Lexus,RLX,2018,4.0,6893
France,Lexus,RLX,2013,4.9,6675
Germany,Lexus,RLX,2013,4.2,683
USA,Lexus,RLX,2013,4.8,17198
France,Lexus,RLX,2010,2.4,10829
Germany,Lexus,RLX,2010,4.7,2782
USA,Lexus,RLX,2010,4.0,2646
France,Lexus,RLX,2015,3.2,8370
Germany,Lexus,RLX,2015,2.7,14714
USA,Lexus,RLX,2015,2.2,11392
France,Lexus,Forester,2017,3.5,6134
Germany,Lexus,Forester,2017,1.2,4207
USA,Lexus,Forester,2017,4.5,5567
France,Lexus,Forester,2011,1.9,18461
Germany,Lexus,Forester,2011,3.5,6265
USA,Lexus,Forester,2011,4.7,6010
France,Lexus,Forester,2021,1.4,8013
Germany,Lexus,Forester,2021,1.8,15115
USA,Lexus,Forester,2021,2.7,5188
France,Lexus,Forester,2022,4.0,8559
Germany,Lexus,Forester,2022,1.6,16794
USA,Lexus,Forester,2022,3.8,16050
France,Lexus,Forester,2019,1.8,14664
Germany,Lexus,Forester,2019,2.7,14652
USA,Lexus,Forester,2019,2.6,3054
France,Lexus,Forester,2020,3.3,10866
Germany,Lexus,Forester,2020,1.7,2698
USA,Lexus,Forester,2020,3.2,9858
France,Lexus,Forester,2012,4.6,14982
Germany,Lexus,Forester,2012,4.8,16437
USA,Lexus,Forester,2012,1.6,4615
France,Lexus,Forester,2014,1.4,15550
Germany,Lexus,Forester,2014,3.0,6241
USA,Lexus,Forester,2014,3.6,622
France,Lexus,Forester,2016,2.6,12460
Germany,Lexus,Forester,2016,4.0,15317
USA,Lexus,Forester,2016,2.7,17299
France,Lexus,Forester,2018,3.2,10592
Germany,Lexus,Forester,2018,3.4,17643
USA,Lexus,Forester,2018,3.6,15384
France,Lexus,Forester,2013,2.2,10508
Germany,Lexus,Forester,2013,4.6,13513
USA,Lexus,Forester,2013,2.0,8032
France,Lexus,Forester,2010,3.1,7789
Germany,Lexus,Forester,2010,3.5,16761
USA,Lexus,Forester,2010,4.1,13683
France,Lexus,Forester,2015,3.3,1286
Germany,Lexus,Forester,2015,1.9,11706
USA,Lexus,Forester,2015,4.6,6084
France,Lexus,S-Class,2017,3.8,18185
Germany,Lexus,S-Class,2017,4.0,9106
USA,Lexus,S-Class,2017,2.2,9867
France,Lexus,S-Class,2011,3.3,3599
Germany,Lexus,S-Class,2011,1.5,3114
USA,Lexus,S-Class,2011,4.9,5531
France,Lexus,S-Class,2021,3.4,6161
Germany,Lexus,S-Class,2021,4.8,13561
USA,Lexus,S-Class,2021,1.2,13992
France,Lexus,S-Class,2022,3.6,8357
Germany,Lexus,S-Class,2022,4.0,17747
USA,Lexus,S-Class,2022,3.8,17122
France,Lexus,S-Class,2019,3.6,12524
Germany,Lexus,S-Class,2019,1.8,5518
USA,Lexus,S-Class,2019,2.5,5661
France,Lexus,S-Class,2020,2.3,4073
Germany,Lexus,S-Class,2020,2.8,6387
USA,Lexus,S-Class,2020,3.2,15481
France,Lexus,S-Class,2012,3.2,7681
Germany,Lexus,S-Class,2012,2.1,17477
USA,Lexus,S-Class,2012,4.3,2909
France,Lexus,S-Class,2014,3.2,4819
Germany,Lexus,S-Class,2014,3.6,9355
USA,Lexus,S-Class,2014,4.5,12483
France,Lexus,S-Class,2016,4.9,2114
Germany,Lexus,S-Class,2016,4.4,14122
USA,Lexus,S-Class,2016,3.3,5873
France,Lexus,S-Class,2018,4.0,13698
Germany,Lexus,S-Class,2018,4.9,16109
USA,Lexus,S-Class,2018,2.4,13189
France,Lexus,S-Class,2013,2.4,4617
Germany,Lexus,S-Class,2013,3.8,11529
USA,Lexus,S-Class,2013,2.5,7911
France,Lexus,S-Class,2010,1.5,15438
Germany,Lexus,S-Class,2010,1.2,7038
USA,Lexus,S-Class,2010,3.3,8407
France,Lexus,S-Class,2015,4.5,13018
Germany,Lexus,S-Class,2015,2.6,18430
USA,Lexus,S-Class,2015,4.6,4260
France,Lexus,Panda,2017,4.0,1128
Germany,Lexus,Panda,2017,3.9,11120
USA,Lexus,Panda,2017,4.1,12975
France,Lexus,Panda,2011,3.9,3674
Germany,Lexus,Panda,2011,2.0,3740
USA,Lexus,Panda,2011,1.6,16940
France,Lexus,Panda,2021,4.8,2083
Germany,Lexus,Panda,2021,2.8,12994
USA,Lexus,Panda,2021,4.5,9354
France,Lexus,Panda,2022,1.9,6291
Germany,Lexus,Panda,2022,2.0,13509
USA,Lexus,Panda,2022,3.3,10967
France,Lexus,Panda,2019,4.2,5032
Germany,Lexus,Panda,2019,1.2,13765
USA,Lexus,Panda,2019,2.4,17077
France,Lexus,Panda,2020,3.9,4749
Germany,Lexus,Panda,2020,1.5,16073
USA,Lexus,Panda,2020,1.5,1436
France,Lexus,Panda,2012,2.6,14386
Germany,Lexus,Panda,2012,1.2,17670
USA,Lexus,Panda,2012,4.5,5322
France,Lexus,Panda,2014,1.2,12582
Germany,Lexus,Panda,2014,4.4,721
USA,Lexus,Panda,2014,4.0,5071
France,Lexus,Panda,2016,1.6,3634
Germany,Lexus,Panda,2016,4.1,12557
USA,Lexus,Panda,2016,2.8,18409
France,Lexus,Panda,2018,1.1,829
Germany,Lexus,Panda,2018,3.7,825
USA,Lexus,Panda,2018,3.5,2142
France,Lexus,Panda,2013,2.3,9142
Germany,Lexus,Panda,2013,2.0,11848
USA,Lexus,Panda,2013,1.2,10834
France,Lexus,Panda,2010,2.2,2303
Germany,Lexus,Panda,2010,4.3,2905
USA,Lexus,Panda,2010,4.2,17475
France,Lexus,Panda,2015,4.5,2503
Germany,Lexus,Panda,2015,4.6,7703
USA,Lexus,Panda,2015,3.8,10500
France,Lexus,MDX,2017,3.8,5903
Germany,Lexus,MDX,2017,4.1,1641
USA,Lexus,MDX,2017,3.6,13850
France,Lexus,MDX,2011,2.0,7108
Germany,Lexus,MDX,2011,4.7,6656
USA,Lexus,MDX,2011,2.9,11474
France,Lexus,MDX,2021,3.2,3533
Germany,Lexus,MDX,2021,3.4,12452
USA,Lexus,MDX,2021,1.7,2362
France,Lexus,MDX,2022,2.3,12870
Germany,Lexus,MDX,2022,3.0,15533
USA,Lexus,MDX,2022,2.6,15497
France,Lexus,MDX,2019,1.9,3972
Germany,Lexus,MDX,2019,2.6,17257
USA,Lexus,MDX,2019,4.7,568
France,Lexus,MDX,2020,4.7,9828
Germany,Lexus,MDX,2020,1.8,9437
USA,Lexus,MDX,2020,2.0,18007
France,Lexus,MDX,2012,1.6,10536
Germany,Lexus,MDX,2012,4.8,10497
USA,Lexus,MDX,2012,2.3,4218
France,Lexus,MDX,2014,2.8,4000
Germany,Lexus,MDX,2014,3.3,5736
USA,Lexus,MDX,2014,3.6,15334
France,Lexus,MDX,2016,1.3,16642
Germany,Lexus,MDX,2016,3.5,4468
USA,Lexus,MDX,2016,3.7,17982
France,Lexus,MDX,2018,4.3,16749
Germany,Lexus,MDX,2018,3.9,14338
USA,Lexus,MDX,2018,1.3,9287
France,Lexus,MDX,2013,1.3,15617
Germany,Lexus,MDX,2013,2.0,10331
USA,Lexus,MDX,2013,3.7,17077
France,Lexus,MDX,2010,3.2,10551
Germany,Lexus,MDX,2010,1.7,4528
USA,Lexus,MDX,2010,4.9,15851
France,Lexus,MDX,2015,2.6,13717
Germany,Lexus,MDX,2015,2.7,18314
USA,Lexus,MDX,2015,2.9,11511
